mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_114358,CCC1CC2C(C)OC12,2.85822,1.10246,1.06903,1.5141,85.44,-0.2362,0.0803,0.3165,1321.7852,0.205696,-388.269151,-388.259939,-388.258995,-388.30326,35.32,-2150.2060241661,-2164.8671444421,-2177.90803648,-1995.6129069261
gdb_55432,NC(=O)N1CCCC1=N,2.68104,1.51653,0.99853,5.8113,74.26,-0.2401,0.0086,0.2487,1161.1013,0.150491,-435.333552,-435.325207,-435.324263,-435.366655,31.62,-1745.148337157,-1755.908861489,-1765.984773502,-1622.427029536
gdb_120017,CCOC1C(O)CC1=O,2.15586,1.28322,0.89113,1.4326,72.98,-0.2348,-0.0379,0.1969,1338.6941,0.156299,-460.154806,-460.145025,-460.144081,-460.190577,34.862,-1805.7870418631,-1816.535643524,-1827.204551542,-1678.466720781
gdb_33245,COCCc1c[nH]cn1,5.70043,0.68929,0.65356,3.6738,78.91,-0.2201,0.0328,0.2529,1725.449,0.160333,-419.236188,-419.22709,-419.226146,-419.271409,32.229,-1832.6557222251,-1843.8329125331,-1854.501820551,-1704.886104699
gdb_79079,CN1C2C3C=CC1C23C,2.74446,1.73975,1.47497,0.53,84.16,-0.2013,0.0118,0.2131,1003.6646,0.171393,-365.972018,-365.964092,-365.963148,-366.003779,32.049,-1952.166693802,-1964.96913242,-1976.231036443,-1816.104544841
gdb_104260,CCC1(O)COC1C#N,2.24331,1.32272,1.09591,4.8434,72.15,-0.2769,-0.0029,0.274,1189.7439,0.145403,-439.074764,-439.065138,-439.064194,-439.109607,34.297,-1743.6316479041,-1753.588960716,-1763.664872729,-1622.362396109
gdb_1177,CCC(C)(O)C#C,4.01944,1.84116,1.71261,1.1577,65.99,-0.2629,0.0382,0.3012,834.2194,0.144853,-309.689486,-309.680724,-309.679779,-309.721766,32.264,-1594.842361405,-1604.453289249,-1613.936832766,-1484.097690558
gdb_49330,C1CC12CC(=O)N2C=O,2.46641,1.52648,1.02742,5.8739,72.51,-0.2583,-0.0389,0.2194,1132.8207,0.123143,-437.907549,-437.899384,-437.89844,-437.940623,30.014,-1639.045350383,-1648.142348356,-1657.032268359,-1530.036996939
gdb_111099,CC1OC2CC1C2CO,2.71371,1.28111,1.06622,2.1277,78.51,-0.2339,0.0726,0.3065,1218.676,0.18314,-424.197176,-424.188564,-424.18762,-424.230415,33.478,-1968.7078310421,-1981.9677237211,-1993.822623749,-1826.6837190721
gdb_71203,OC12CC3C(C=CC1)C23,2.61805,1.99009,1.4426,1.046,79.24,-0.2281,0.0206,0.2487,948.9768,0.161129,-385.874974,-385.867855,-385.866911,-385.905808,30.294,-1903.5416489011,-1915.9619345381,-1926.630842556,-1773.6353632301
gdb_5773,C1OC1C1=CC=CN1,6.14253,1.398,1.23048,2.9397,69.06,-0.2004,0.0306,0.231,960.939,0.120579,-362.671149,-362.664319,-362.663375,-362.702821,25.555,-1531.2261264941,-1540.272296238,-1548.569847745,-1430.721147509
gdb_41276,C1CC23CC4CC12OC34,2.91169,2.0242,1.79608,1.6617,78.13,-0.2342,0.0817,0.316,869.7878,0.161774,-385.815752,-385.809452,-385.808508,-385.845881,27.671,-1866.379310903,-1879.3135264111,-1889.982434429,-1736.0306313871
gdb_81141,CC1C2CC1(OC2)C#C,2.44642,1.67668,1.2319,1.9581,81.87,-0.2351,0.0327,0.2678,1074.0841,0.158947,-385.834366,-385.826213,-385.825268,-385.866622,32.575,-1878.059763429,-1889.8312047601,-1900.499485269,-1749.0457955561
gdb_103594,CC1(O)CC(O)(CO)C1,3.30672,1.04945,0.96103,3.652,75.16,-0.2427,0.0556,0.2983,1313.5823,0.180032,-461.352585,-461.342761,-461.341817,-461.386519,38.246,-1929.5525244601,-1942.051248722,-1953.90614875,-1787.7085075731
gdb_61298,CC(CC#C)CC1CC1,4.23336,0.67009,0.65254,0.7332,92.31,-0.2569,0.0551,0.312,1816.3725,0.203645,-351.116087,-351.105632,-351.104688,-351.152142,38.888,-2190.832839353,-2204.7145934511,-2217.755485489,-2037.7168782991
gdb_6246,C#CC(=O)CC(=O)N,4.62193,1.20554,0.98752,2.6147,63.6,-0.2514,-0.0783,0.173,1097.1315,0.093225,-398.612534,-398.604232,-398.603288,-398.646425,29.156,-1358.11145361,-1364.456197109,-1371.567756606,-1272.113855196
gdb_2098,CC1COCC=C1,4.77072,2.3799,1.72725,1.1795,65.89,-0.2429,0.022,0.2649,756.3179,0.149678,-309.726244,-309.719536,-309.718592,-309.756595,25.614,-1617.908337227,-1628.808168557,-1638.292339583,-1505.953201519
gdb_108632,CCC1=C(CC(=O)C1)C,2.30438,1.22816,0.85685,3.0551,86.63,-0.2337,-0.012,0.2217,1398.9166,0.180744,-387.142312,-387.132539,-387.131595,-387.177642,35.792,-2070.9560300291,-2083.4880122681,-2095.342912296,-1930.5000630501
gdb_113098,CCC1CC(C1)NC=O,3.9276,0.71888,0.69043,3.6954,85.17,-0.2475,0.0321,0.2796,1730.2943,0.19415,-404.373277,-404.363425,-404.362481,-404.409174,35.878,-2066.941854956,-2080.3121892191,-2092.760085252,-1919.8480977751
gdb_84660,OC1C=CC2CC2C1O,2.30402,1.79937,1.31123,2.8565,75.8,-0.2397,-0.0057,0.234,1023.5126,0.160886,-423.019089,-423.010982,-423.010038,-423.051404,32.307,-1857.2992556731,-1869.098934909,-1879.767842927,-1728.066287159
gdb_69141,CC12CN1C(=O)C1NC21,2.68106,1.7488,1.35891,4.6742,72.14,-0.2381,-0.017,0.2211,981.166,0.136842,-417.982208,-417.974745,-417.973801,-418.013841,29.499,-1673.6236063191,-1684.049668354,-1693.532584362,-1556.973448273
gdb_34215,C#CC12OC3CC1C2O3,4.00156,1.42318,1.4076,1.88,70.88,-0.235,0.0241,0.2591,946.8398,0.113456,-420.577056,-420.570518,-420.569574,-420.607834,26.834,-1580.6048097041,-1589.834839585,-1598.131763583,-1477.1492834011
gdb_13846,NC(=O)C1COC=N1,4.20772,1.7158,1.33431,2.0915,57.99,-0.2427,0.0083,0.251,875.2502,0.109159,-415.906819,-415.899686,-415.898742,-415.938911,25.707,-1393.831148417,-1401.797375172,-1409.501930674,-1299.711073507
gdb_132198,NC1=CC(=N)C=C(F)O1,2.00679,1.80953,0.95239,3.433,70.91,-0.2104,-0.0077,0.2026,1126.3889,0.101659,-477.999563,-477.992035,-477.99109,-478.031531,29.015,-1451.6209622631,-1459.339950472,-1467.043250956,-1355.068662469
gdb_84898,CC1N=COCC1C#N,2.08147,1.8146,1.27601,4.1304,72.6,-0.2651,0.0035,0.2686,1037.9859,0.137493,-418.036422,-418.02826,-418.027316,-418.069277,30.199,-1707.6433792451,-1717.630812489,-1727.113728497,-1591.760037197
gdb_38090,C1C2C=CC3C=CC2C13,2.74229,2.16674,1.84045,0.0741,82.96,-0.2223,0.0064,0.2286,856.1305,0.163764,-348.746521,-348.740494,-348.73955,-348.776305,27.072,-1959.612088087,-1972.7182410611,-1983.387149079,-1829.302941638
gdb_59919,CC(O)CC(=O)NC=O,3.51277,0.86908,0.72035,6.699,71.56,-0.2407,-0.0244,0.2162,1535.4356,0.145586,-476.276319,-476.266434,-476.26549,-476.311894,34.813,-1733.4333716361,-1743.227532108,-1753.303444121,-1612.367432757
gdb_117642,CCOC(C)(C)C(=O)N,2.58123,1.07639,0.92002,3.3284,79.13,-0.2382,0.0395,0.2777,1397.7879,0.1907,-441.52739,-441.51602,-441.515076,-441.56518,40.787,-2026.9732967101,-2039.3904448021,-2051.838340835,-1880.811390394
gdb_20556,CC(C)n1cnnn1,4.53736,1.43198,1.42594,6.0621,65.18,-0.2784,-0.0091,0.2693,945.8494,0.131103,-376.093951,-376.086255,-376.085311,-376.127589,27.24,-1486.716285615,-1496.106330291,-1504.996877803,-1380.091211353
gdb_126426,CCc1cc([nH]n1)NC,3.47514,0.95079,0.78924,3.3054,83.57,-0.1951,0.043,0.2381,1505.6688,0.17205,-399.351817,-399.342165,-399.34122,-399.386979,34.979,-1892.943021891,-1904.6611249571,-1915.922401471,-1758.3988172011
gdb_122850,COC(=N)CNCCO,4.94126,0.5985,0.55184,2.6405,78.06,-0.2497,0.0288,0.2785,2006.8251,0.182213,-457.532135,-457.521606,-457.520662,-457.56892,36.855,-1881.346655571,-1893.4023584791,-1905.257258507,-1740.931476677
gdb_106489,OCC12CN(C1)CC2=O,2.73069,1.61515,1.25101,2.0028,70.94,-0.2274,-0.0254,0.202,1028.2865,0.149299,-439.059303,-439.051686,-439.050742,-439.09139,29.956,-1733.929731255,-1745.147709648,-1755.223621661,-1610.931064656
gdb_115596,CCC1COC1(C)CO,3.11259,0.97222,0.90642,2.605,81.38,-0.2448,0.0724,0.3172,1434.4282,0.204221,-425.416534,-425.406213,-425.405268,-425.451957,38.174,-2106.0143303501,-2119.978915636,-2133.019180165,-1951.989736264
gdb_1231,C(C=O)OC(=O)N,8.10414,1.29811,1.20018,3.9862,48.14,-0.2604,-0.0321,0.2283,923.5523,0.088066,-397.697425,-397.689752,-397.688808,-397.730742,25.275,-1178.553518314,-1184.403157212,-1190.922348213,-1101.066824467
gdb_45980,N=C1OCC(=O)CC=C1,3.31002,1.34055,1.03711,0.6961,74.77,-0.2448,-0.052,0.1928,1112.5955,0.125046,-437.912652,-437.90487,-437.903926,-437.945554,29.23,-1642.24752881,-1651.58486273,-1660.474782733,-1533.131243818
gdb_130643,c1nc2n(n1)CCC2=O,3.26679,1.74126,1.15211,4.1198,69.66,-0.2668,-0.0676,0.1993,975.3165,0.104798,-432.915365,-432.908841,-432.907897,-432.946759,24.262,-1483.417470802,-1491.766478047,-1499.47040604,-1386.365673844
gdb_79787,CC1C2C3OC4C3N1C24,3.77042,1.7248,1.6,1.309,72.75,-0.2276,0.065,0.2926,891.9323,0.150288,-401.87011,-401.863847,-401.862902,-401.900457,26.471,-1751.8852737811,-1763.9535268691,-1774.028811373,-1628.050765194
gdb_18184,C#CC1C=CC2OC12,4.35013,1.82999,1.49765,2.022,67.22,-0.252,-0.008,0.2439,830.909,0.106897,-345.346756,-345.340113,-345.339169,-345.377506,25.715,-1476.6133907151,-1484.888979407,-1492.593534909,-1382.523436237
gdb_103088,CC1(CO)C(O)C1C#N,2.36335,1.16794,1.10266,4.3867,73.54,-0.2692,0.0239,0.2931,1211.3764,0.145358,-439.079639,-439.069641,-439.068697,-439.114323,35.968,-1746.6907542791,-1756.414633743,-1766.490545756,-1625.321728553
gdb_95657,OC1CCOC(=O)C1O,2.37115,1.63835,1.0827,1.9433,64.23,-0.2692,-0.0073,0.2619,1086.6268,0.136522,-496.132169,-496.123796,-496.122852,-496.165606,31.426,-1655.2488877811,-1665.1032891171,-1674.5862051251,-1539.5788987931
gdb_57974,CC(C)C(=N)OCC#N,3.65295,0.79192,0.69568,2.0241,78.62,-0.2853,-0.0015,0.2838,1627.0261,0.157145,-419.225566,-419.21532,-419.214375,-419.261891,35.848,-1825.9903216271,-1836.4471316031,-1847.1154121121,-1698.913474037
gdb_23862,CC(C)CC(F)(F)F,3.38703,1.25475,1.13104,2.0521,57.35,-0.3335,0.0783,0.4117,1094.7261,0.137297,-495.392111,-495.383329,-495.382385,-495.426141,31.617,-1568.5240064361,-1578.1217565911,-1587.6053001081,-1456.185462729
gdb_126966,CCNc1cc(on1)C,5.07826,0.80081,0.70529,3.2437,80.93,-0.2123,0.0099,0.2223,1629.8776,0.158913,-419.213736,-419.204275,-419.203331,-419.248991,33.683,-1818.566890157,-1829.516294698,-1840.185202716,-1690.818607937
gdb_54453,CC(=O)C12CC1C1OC21,3.37663,1.37287,1.12218,2.4541,72.8,-0.2386,-0.0187,0.2199,1085.6388,0.133868,-421.768161,-421.760118,-421.759174,-421.801044,30.675,-1700.1822972351,-1710.2450315591,-1719.727947567,-1584.676715605
gdb_102920,COC(CCC#C)C=O,2.59232,0.81526,0.64802,2.0118,79.88,-0.2473,-0.0362,0.2111,1697.2086,0.154627,-422.988724,-422.978013,-422.977069,-423.025793,36.798,-1838.2449448881,-1848.410590688,-1859.079498706,-1711.9951541601
gdb_75176,CC1=CCC(CC1)C#C,4.46274,0.93482,0.80287,0.854,91.79,-0.2324,0.0278,0.2603,1456.7047,0.182475,-349.951497,-349.942356,-349.941411,-349.98506,35.358,-2087.8937529571,-2100.8229483931,-2112.677220912,-1946.585001247
gdb_44419,O=C1CC2C3CC12CC3,3.34765,1.43655,1.40881,3.025,80.61,-0.2384,-0.0099,0.2285,1006.1875,0.161519,-385.827549,-385.82063,-385.819686,-385.858652,28.957,-1873.782034576,-1886.3278220131,-1896.996730031,-1744.0445488261
gdb_64030,CC1(C)NC=NC1C#N,2.30214,1.62311,1.22233,5.6766,76.03,-0.2438,0.0055,0.2493,1072.696,0.148101,-398.160537,-398.151845,-398.150901,-398.193656,32.902,-1773.255720285,-1783.799126503,-1793.875038516,-1650.80047648
gdb_37885,N1C2C3OC4OC3C2C14,3.09323,2.25295,2.19008,0.9842,64.37,-0.2269,0.0647,0.2916,738.9376,0.129576,-437.843556,-437.838556,-437.837612,-437.872681,22.563,-1598.889166946,-1609.972230904,-1618.862150907,-1487.402780461
gdb_91059,CC1OC2C3OC3C2=C1,3.76837,1.35578,1.28218,1.8905,74.47,-0.238,-0.0117,0.2263,1036.8389,0.135486,-421.750803,-421.743455,-421.74251,-421.782703,28.723,-1689.2899960131,-1699.7888490921,-1709.271137591,-1573.167573036
gdb_47229,O=C1CCC=CC2OC12,2.33731,1.80655,1.30687,2.2251,73.6,-0.2473,-0.0341,0.2132,1003.7969,0.137025,-421.829583,-421.822114,-421.82117,-421.861704,29.041,-1738.7251550331,-1749.1480795231,-1758.630995531,-1622.741411545
gdb_62635,CC1(O)C2C3CC1CN23,2.72779,1.84016,1.6239,2.95,76.34,-0.2349,0.0695,0.3043,936.7094,0.173227,-403.145055,-403.137648,-403.136704,-403.176176,31.115,-1924.0731158721,-1937.2006041521,-1948.462508175,-1787.353337479
gdb_127133,CN(C)c1c(n[nH]n1)O,2.6713,1.53297,1.01124,0.4544,72.22,-0.1914,0.0114,0.2028,1147.7953,0.136556,-451.315816,-451.306701,-451.305757,-451.349627,32.723,-1585.414666189,-1594.802828338,-1604.2857443461,-1469.515008907
gdb_35846,C#CC1CCN=COC1,3.40816,1.17267,0.91438,1.5621,79.33,-0.2469,0.0101,0.257,1245.1128,0.148206,-401.917997,-401.909521,-401.908577,-401.951445,31.782,-1781.9347972641,-1792.614372935,-1802.690284948,-1660.046194086
gdb_49210,C1C=C(CNC1=O)C=O,4.51959,1.00394,0.82972,1.6547,74.79,-0.2519,-0.0664,0.1855,1297.4225,0.125195,-437.949155,-437.940997,-437.940053,-437.982824,29.434,-1665.1534898371,-1674.2548803731,-1683.144800376,-1556.518504248
gdb_39865,C1OC11C2NC3C2OC13,3.20926,1.8977,1.54118,0.4177,66.84,-0.2326,0.0526,0.2851,866.3441,0.126416,-437.791101,-437.784955,-437.784011,-437.821468,25.546,-1565.9731823511,-1576.337120995,-1585.227040998,-1455.266162044
gdb_123731,c1c(nn[nH]1)C2CCC2,4.99179,0.95536,0.91809,4.0674,78.01,-0.2455,0.001,0.2465,1308.0584,0.150508,-398.12044,-398.112799,-398.111855,-398.154158,28.65,-1748.094491912,-1759.2974100891,-1769.373322102,-1626.0151259981
gdb_20833,CCc1nccnn1,4.89532,1.59355,1.31432,2.247,69.02,-0.2336,-0.0703,0.1633,934.5426,0.120226,-358.861156,-358.854052,-358.853108,-358.893431,25.458,-1489.582119218,-1498.4557239871,-1506.753275494,-1389.095337994
gdb_10766,CCC(C)(O)C1CO1,3.53545,1.4314,1.30467,1.5179,70.62,-0.2612,0.0812,0.3424,1049.4484,0.174758,-386.126993,-386.117797,-386.116853,-386.160374,34.325,-1828.5154178431,-1840.519665013,-1851.782196545,-1695.707530556
gdb_98555,OCC(=O)C12CC1CC2,3.52393,1.08655,0.91642,3.6253,77.68,-0.2578,-0.0257,0.2321,1294.5858,0.158747,-423.016825,-423.008208,-423.007264,-423.050572,32.481,-1855.878575297,-1867.3582249431,-1878.027132961,-1727.544199671
gdb_78203,OC1C2C1C(C#C)C2O,3.05527,1.27464,1.07303,1.5592,74.3,-0.2478,0.0355,0.2833,1137.7251,0.134227,-421.747732,-421.739118,-421.738173,-421.780688,33.223,-1687.3629158741,-1697.0673425591,-1706.549631058,-1571.903142401
gdb_1431,CC#CC(=O)CO,7.85448,1.16098,1.02438,4.7561,61.12,-0.2543,-0.0448,0.2095,1092.054,0.098324,-344.433499,-344.424896,-344.423952,-344.469488,27.439,-1298.217602087,-1304.373465377,-1311.485652383,-1216.2862619931
gdb_105132,CNC1(CC1C#N)C#C,2.43478,1.26168,0.99449,3.6271,81.26,-0.2351,-0.0001,0.235,1226.7056,0.133941,-380.821301,-380.811821,-380.810876,-380.855609,34.679,-1709.328868419,-1718.4898723101,-1727.972160809,-1594.6133206201
gdb_27163,c1[nH]c(c(n1)N)C2CC2,2.95288,1.38839,0.99704,3.224,79.19,-0.1781,0.0379,0.216,1179.8629,0.150292,-398.153558,-398.145257,-398.144313,-398.186825,31.654,-1768.876334974,-1779.665097211,-1789.741009224,-1646.513962501
gdb_23780,FC1=COC=NC1=N,3.37127,2.37874,1.39467,3.5703,56.95,-0.245,-0.0413,0.2037,776.9825,0.073317,-438.697132,-438.691135,-438.690191,-438.727484,22.241,-1166.0334587461,-1172.046877493,-1177.9724449801,-1090.965184585
gdb_57622,CC(CC#N)(CC#N)O,4.38996,0.85301,0.83864,4.3897,73.07,-0.3064,-0.0062,0.3002,1371.1067,0.133443,-418.038642,-418.028756,-418.027811,-418.073623,35.245,-1709.036449225,-1717.9420569531,-1727.424345452,-1594.4871913111
gdb_4941,c1c(c[nH]c1O)CO,6.55603,1.17926,1.01958,2.5223,63.66,-0.1853,0.0551,0.2404,1085.8006,0.119425,-399.822946,-399.815035,-399.814091,-399.855205,29.205,-1489.804257404,-1498.1714624101,-1506.469013917,-1389.41160253
gdb_111079,COC1C2CC(=O)C1O2,2.4338,1.60448,1.27991,2.9255,67.9,-0.2309,-0.0202,0.2107,1040.201,0.135456,-458.93961,-458.931701,-458.930756,-458.97251,29.551,-1671.0922350131,-1681.2384280341,-1690.720716533,-1555.341297364
gdb_118019,COCC(N)C(O)C#N,3.12264,0.95285,0.75829,5.627,73.16,-0.254,0.0196,0.2736,1476.7772,0.157803,-456.330677,-456.320285,-456.31934,-456.366598,36.663,-1755.272567363,-1765.6371335161,-1776.3054140251,-1627.686182465
gdb_71490,CC12OC3C1C=CC23C,2.19702,2.01336,1.67917,1.6463,79.17,-0.2265,-0.0026,0.2239,950.0495,0.157983,-385.830287,-385.822389,-385.821444,-385.861916,32.089,-1875.500154218,-1887.431610344,-1898.099890853,-1746.092738202
gdb_89216,OC1CC2(O)C1OC2=O,2.64436,1.56001,1.20918,3.9193,61.28,-0.2664,-0.0036,0.2628,1015.4115,0.11133,-494.893332,-494.885231,-494.884287,-494.926111,30.097,-1505.7191406621,-1513.967118958,-1522.264042956,-1403.007212524
gdb_10183,CCCC(OC)C#C,3.05127,1.1503,0.87624,0.8181,78.25,-0.262,0.0394,0.3014,1361.7114,0.173847,-348.965333,-348.955266,-348.954322,-349.000466,35.521,-1863.748165666,-1875.206480006,-1886.469011538,-1732.2956978191
gdb_126647,CCCNc1cnn[nH]1,6.4188,0.68067,0.62323,5.9521,79.21,-0.2123,0.0171,0.2294,1772.9501,0.160614,-415.382968,-415.373832,-415.372888,-415.417851,32.81,-1763.886383406,-1775.039100863,-1785.708008881,-1635.544477672
gdb_44403,O=C1CC2C3NC12C=C3,3.58051,1.52138,1.48351,3.5168,74.27,-0.2299,-0.0412,0.1887,924.5285,0.125175,-400.629368,-400.622784,-400.62184,-400.660124,27.351,-1601.1601220171,-1611.249839228,-1620.139759231,-1490.9532263831
gdb_58144,CC(O)C(C)(C=O)C=O,1.80044,1.54881,1.14116,2.8843,72.48,-0.2572,-0.0616,0.1955,1174.1027,0.154012,-460.179282,-460.168488,-460.167544,-460.215598,37.747,-1821.1459521471,-1831.2588871911,-1841.927795209,-1694.1676234701
gdb_31023,CCc1c(oc(n1)C)C,2.33317,1.31797,0.89685,1.4115,83.87,-0.2158,0.0168,0.2326,1365.1663,0.169823,-403.213944,-403.204099,-403.203155,-403.249157,34.978,-1967.3015833731,-1978.8992047111,-1990.161108734,-1833.1495718081
gdb_129080,N=C1C=NOC(=C1)C#N,3.68793,1.25006,0.93361,3.359,75.1,-0.2683,-0.0911,0.1772,1131.4936,0.078371,-431.644112,-431.637017,-431.636073,-431.676032,25.985,-1313.546391939,-1319.759986057,-1326.27792204,-1230.195626487
gdb_109554,COC1C(C)C(=O)C1O,2.06845,1.5797,1.05581,3.1034,72.4,-0.234,-0.0258,0.2082,1188.142,0.156309,-460.15391,-460.143859,-460.142915,-460.189179,35.488,-1805.2247937991,-1815.8039680301,-1826.4728760481,-1677.5894631991
gdb_99352,COC(=O)CNCC#N,5.59477,0.65423,0.6177,5.6935,70.34,-0.2539,-0.003,0.251,1748.5718,0.134661,-455.172837,-455.16281,-455.161866,-455.209542,33.486,-1656.5691667171,-1665.385668167,-1674.868584175,-1542.845710647
gdb_53436,CC#CC1COCC1O,2.94744,1.00711,0.82984,2.4132,79.89,-0.2474,0.038,0.2853,1428.7307,0.158522,-423.001689,-422.991959,-422.991015,-423.038956,34.135,-1846.3805990731,-1857.1618312021,-1867.83073922,-1720.255055127
gdb_33722,N#CC12CC(C1)(C2)C#N,6.17445,0.92191,0.92187,0.0019,77.35,-0.3244,-0.0077,0.3167,1231.7203,0.114239,-379.652726,-379.645276,-379.644331,-379.684781,28.227,-1603.889158658,-1612.5469003311,-1620.84319682,-1501.130794854
gdb_5708,c1nc2c(o1)OCO2,5.19241,2.27658,1.60571,1.6025,51.59,-0.1996,-0.005,0.1946,705.6999,0.073847,-434.509703,-434.504034,-434.50309,-434.5396,20.761,-1157.2508427821,-1163.470084481,-1169.395651968,-1081.861911522
gdb_22050,CCC(C)(C)C(=NO)C,2.6042,0.99078,0.92395,0.5863,88.69,-0.2388,0.0193,0.2581,1457.0861,0.213584,-405.523577,-405.512034,-405.51109,-405.559957,42.733,-2160.9138377421,-2175.0001597741,-2188.634047817,-2000.7522056361
gdb_11600,C1CN1CCC(=O)N,6.13494,0.89169,0.84107,2.5793,69.32,-0.2294,0.0339,0.2633,1365.3827,0.152797,-381.123914,-381.114634,-381.11369,-381.160582,31.736,-1666.050827707,-1676.224631124,-1686.301170646,-1548.316334109
gdb_37991,C1C2C=C3C=C1C1C2C31,3.57012,1.67439,1.41528,0.9579,92.08,-0.184,-0.0393,0.1447,945.9165,0.137492,-347.495297,-347.488724,-347.48778,-347.525838,27.85,-1802.309386985,-1813.2958145571,-1822.778730565,-1685.8462266211
gdb_76220,CC1=CC2CC2(O)C1O,2.61504,1.51078,1.16879,1.8058,76.99,-0.2204,0.0118,0.2321,1109.8754,0.157995,-423.018724,-423.009781,-423.008837,-423.051702,34.632,-1857.0702148881,-1868.3452966001,-1879.0142046181,-1728.2532848411
gdb_35096,C#CC1C=CC=CC=C1,2.29445,1.60372,1.45463,0.6832,87.32,-0.221,-0.039,0.1821,1018.3958,0.136787,-347.530888,-347.523046,-347.522102,-347.563041,30.827,-1824.643059804,-1834.8331784551,-1844.316094463,-1709.1914439481
gdb_99591,COC(C#N)C(O)C=O,2.47187,1.22122,0.92313,4.1067,66.86,-0.2892,-0.0532,0.2359,1248.7515,0.120639,-475.018274,-475.008404,-475.007459,-475.053691,33.583,-1571.8504316451,-1579.876899264,-1588.766191758,-1464.056308116
gdb_11831,CC1CC2(CO2)C1O,3.15258,1.91944,1.55605,1.9839,67.57,-0.2548,0.066,0.3209,892.2163,0.15296,-384.908067,-384.900149,-384.899205,-384.940074,30.311,-1691.4800024231,-1702.5091006071,-1712.585640129,-1571.180879542
gdb_47841,C1CCC(=O)CC=CC1,2.34451,1.51825,1.0558,2.877,84.31,-0.2274,-0.0135,0.2139,1187.1151,0.184682,-387.120898,-387.112514,-387.11157,-387.153845,32.832,-2057.5185523031,-2070.9221445431,-2082.777044571,-1915.567231377
gdb_93046,CC1OC=NC2CNC12,2.53362,1.84478,1.25094,2.725,76.23,-0.2276,0.0294,0.257,1034.2092,0.162022,-419.200382,-419.192683,-419.191739,-419.232511,29.993,-1810.187134971,-1822.24221037,-1832.911118388,-1680.477259617
gdb_4271,NC1=CC(=N)N=CO1,4.2453,1.89305,1.31069,4.9928,65.93,-0.213,-0.0226,0.1903,860.9396,0.097986,-394.812844,-394.806214,-394.80527,-394.84355,25.245,-1322.932671561,-1330.325982599,-1337.437542096,-1234.576266816
gdb_19079,CC1C2C3C(O)C3N12,2.95411,2.50265,1.70513,1.33,67.85,-0.2171,0.0542,0.2712,805.4182,0.141713,-363.745306,-363.737891,-363.736947,-363.776885,28.623,-1577.4176914931,-1587.8738739601,-1597.357417477,-1463.4833923991
gdb_132277,Cc1cc(nc(=O)o1)F,2.09963,1.78436,0.97039,5.8801,64.41,-0.2678,-0.0701,0.1977,1103.6934,0.087942,-497.922295,-497.914717,-497.913773,-497.954872,27.425,-1415.4055353461,-1422.2045953611,-1429.3155273491,-1325.9729526661
gdb_127963,CN=C1OC(=O)NN=N1,3.95186,1.25049,0.95909,2.4227,68.41,-0.2725,-0.0974,0.1751,1142.9228,0.088738,-486.05519,-486.047296,-486.046352,-486.088734,27.555,-1285.87889262,-1292.4784047731,-1299.589336761,-1196.297590307
gdb_107914,CCC12CC3C(C)C1N23,3.80391,1.11676,1.09781,1.6512,85.47,-0.2354,0.0848,0.3201,1261.0417,0.194753,-367.169332,-367.16059,-367.159646,-367.20264,33.953,-2075.6403847141,-2089.7078814761,-2102.155777509,-1927.178030404
gdb_110982,COC1C2CC1(O)C2O,2.45425,1.32267,1.2603,1.9416,72.28,-0.2408,0.0757,0.3165,1130.8352,0.157578,-460.094095,-460.084967,-460.084023,-460.12769,34.356,-1767.6903429641,-1778.8487080021,-1789.5176160201,-1639.004562298
gdb_101135,OCC(O)C12CC1OC2,3.53881,1.01356,0.88726,1.6086,71.01,-0.2388,0.0554,0.2942,1318.0699,0.1583,-460.101005,-460.092129,-460.091185,-460.135076,33.424,-1772.0264301541,-1783.34292746,-1794.011835478,-1643.6393437721
gdb_91956,CC1OC2CC2C11CN1,2.32498,1.83245,1.2476,0.7631,78.14,-0.2358,0.0682,0.304,1063.0588,0.17176,-403.108015,-403.100011,-403.099067,-403.140409,31.99,-1900.8301825121,-1913.583047919,-1924.844951942,-1764.909223076
gdb_20977,CN(C)c1cn[nH]n1,4.71698,1.62829,1.23681,1.4022,67.52,-0.1988,0.0079,0.2067,954.819,0.132413,-376.094967,-376.087127,-376.086182,-376.12738,27.846,-1487.353834759,-1496.653518139,-1505.543438142,-1379.960061972
gdb_82886,CC12C3CN1C(C3)C2O,2.58206,1.92735,1.47761,2.0712,77.62,-0.232,0.0824,0.3144,966.5238,0.173154,-403.098991,-403.09161,-403.090665,-403.130188,30.881,-1895.1675412961,-1908.3113448101,-1919.572621324,-1758.495453587
gdb_24785,c1c2n(c(=O)cn1)CC2,2.56277,2.03604,1.1512,4.9343,76.14,-0.2233,-0.0488,0.1745,994.0877,0.115627,-416.845544,-416.838793,-416.837849,-416.876767,26.003,-1588.2083362571,-1597.304079212,-1605.60100321,-1484.671861293
gdb_82195,CC12NC1C1CC1C2O,2.52489,1.77817,1.35763,2.5437,77.12,-0.2307,0.0669,0.2976,1022.5482,0.172498,-403.119301,-403.111336,-403.110392,-403.151209,32.488,-1907.912249086,-1920.6895873441,-1931.951491367,-1771.686320276
